UltimateParentAccountID,Revenue,CountWPVisits,CountFormFills,CountLinkClicks,CountEmailOpens,CountWPVisits_A,CountFormFills_A,CountLinkClicks_A,CountEmailOpens_A,CountPeopleWPVisits_A,CountPeopleFormFills_A,CountPeopleLinkClicks_A,CountPeopleEmailOpens_A,Contact_Score,Account_Score,PersonScore
0012J00002Lb7kwQAB,0,0,0,0,0,42,5,15,104,7,5,2,38,0,24,0
0012J00002Lb7kwQAB,0,0,0,0,0,42,5,15,104,7,5,2,38,0,24,0
0012J00002Lb7kwQAB,0,0,0,0,0,42,5,15,104,7,5,2,38,0,24,0
0012J00002Lb7kwQAB,0,0,1,0,0,42,5,15,104,7,5,2,38,10,24,34
0012J00002Lb7kwQAB,0,0,1,0,0,42,5,15,104,7,5,2,38,10,24,34
0012J00002Lb7kwQAB,0,12,0,0,3,42,5,15,104,7,5,2,38,30,24,54
0012J00002Lb7kwQAB,0,0,0,0,0,42,5,15,104,7,5,2,38,0,24,0
0012J00002Lb7kwQAB,0,15,0,15,0,42,5,15,104,7,5,2,38,30,24,54
0012J00002Lb7kwQAB,0,2,1,0,1,42,5,15,104,7,5,2,38,20,24,44
0012J00002Lb7kwQAB,0,0,0,0,0,42,5,15,104,7,5,2,38,0,24,0
0012J00002Lb7kwQAB,0,0,0,0,1,42,5,15,104,7,5,2,38,10,24,34
0012J00002Lb7kwQAB,0,0,0,0,1,42,5,15,104,7,5,2,38,10,24,34
0012J00002Lb7kwQAB,0,0,0,0,1,42,5,15,104,7,5,2,38,10,24,34
0012J00002Lb7kwQAB,0,0,0,0,1,42,5,15,104,7,5,2,38,10,24,34
0012J00002Lb97sQAB,0,0,0,0,7,0,0,0,10,0,0,1,4,30,13,43
0012J00002Lb97sQAB,0,0,0,0,1,0,0,0,10,0,0,1,4,10,13,23
0012J00002Lb97sQAB,0,0,0,0,1,0,0,0,10,0,0,1,4,10,13,23
0012J00002Lb97sQAB,0,0,0,0,1,0,0,0,10,0,0,1,4,10,13,23
0012J00002LbQZDQA3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0
0012J00002LbQZDQA3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0
0012J00002LbQZDQA3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0
0012J00002LbTrGQAV,0,0,0,0,0,0,0,0,1,0,0,1,2,0,6,0
0012J00002LbTrGQAV,0,0,0,0,0,0,0,0,1,0,0,1,2,0,6,0
0012J00002LbTrGQAV,0,0,0,0,1,0,0,0,1,0,0,1,2,10,6,16
0012J00002M7uk4QAB,0,4,0,2,0,45,6,15,11,4,3,5,4,10,24,34
0012J00002M7uk4QAB,0,2,1,1,0,45,6,15,11,4,3,5,4,20,24,44
0012J00002M7uk4QAB,0,0,0,0,4,45,6,15,11,4,3,5,4,30,24,54
0012J00002M7uk4QAB,0,0,0,0,0,45,6,15,11,4,3,5,4,0,24,0
0012J00002M7uk4QAB,0,0,0,0,6,45,6,15,11,4,3,5,4,30,24,54
0012J00002M7uk4QAB,0,0,0,0,1,45,6,15,11,4,3,5,4,10,24,34
0012J00002M7uk4QAB,0,30,4,7,0,45,6,15,11,4,3,5,4,50,24,74
0012J00002M7uk4QAB,0,9,1,5,0,45,6,15,11,4,3,5,4,30,24,54
0012J00002M7uk4QAB,0,0,0,0,0,45,6,15,11,4,3,5,4,0,24,0
0012J00002MA20NQAT,0,1,0,0,2,36,3,21,7,2,1,2,4,10,18,28
0012J00002MA20NQAT,0,0,0,0,1,36,3,21,7,2,1,2,4,10,18,28
0012J00002MA20NQAT,0,35,3,21,4,36,3,21,7,2,1,2,4,50,18,68
0012J00002NHfF2QAL,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0
0012J00002NHkMmQAL,0,0,0,0,1,7,0,1,2,1,0,2,3,10,10,20
0012J00002NHkMmQAL,0,7,0,1,0,7,0,1,2,1,0,2,3,10,10,20
0012J00002NHkMmQAL,0,0,0,0,1,7,0,1,2,1,0,2,3,10,10,20
0012J00002NHkMmQAL,0,0,0,0,0,7,0,1,2,1,0,2,3,0,10,0
0012J00002OVacvQAD,0,0,0,0,1,0,0,0,1,0,0,1,2,10,2,12
0012J00002OVW5EQAX,1,0,0,0,1,0,0,0,1,0,0,1,1,10,2,12
0012J00002PLcexQAD,1,2,1,1,0,19,8,6,0,6,6,6,1,20,20,40
0012J00002PLcexQAD,1,4,2,1,0,19,8,6,0,6,6,6,1,30,20,50
0012J00002PLcexQAD,1,2,1,1,0,19,8,6,0,6,6,6,1,20,20,40
0012J00002PLcexQAD,1,2,1,0,0,19,8,6,0,6,6,6,1,10,20,30
0012J00002PLcexQAD,1,3,1,1,0,19,8,6,0,6,6,6,1,20,20,40
0012J00002PLcexQAD,1,6,2,2,0,19,8,6,0,6,6,6,1,30,20,50
0012J00002PLZsxQAH,0,20,2,9,0,25,3,10,0,3,2,3,1,40,15,55
0012J00002PLZsxQAH,0,2,0,0,0,25,3,10,0,3,2,3,1,10,15,25
0012J00002PLZsxQAH,0,3,1,1,0,25,3,10,0,3,2,3,1,20,15,35
0012J00002Q3QDbQAN,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0
0012J00002Q3QDbQAN,0,0,0,0,3,0,0,0,3,0,0,1,2,30,2,32
0012J00002Q3QDbQAN,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0
0012J00002Q3QDbQAN,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0
0012J00002Q3QDbQAN,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0
0012J00002Q3QDbQAN,0,0,0,0,0,0,0,0,3,0,0,1,2,0,2,0
0012J00002Qj6ypQAB,0,28,3,8,4,28,5,8,16,1,3,2,7,40,15,55
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,1,28,5,8,16,1,3,2,7,10,15,25
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,7,28,5,8,16,1,3,2,7,30,15,45
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,1,0,0,28,5,8,16,1,3,2,7,10,15,25
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,0,28,5,8,16,1,3,2,7,0,15,0
0012J00002Qj6ypQAB,0,0,0,0,1,28,5,8,16,1,3,2,7,10,15,25
0012J00002Qj6ypQAB,0,0,1,0,0,28,5,8,16,1,3,2,7,10,15,25
0012J00002Qj6ypQAB,0,0,0,0,1,28,5,8,16,1,3,2,7,10,15,25
0012J00002Qkg1ZQAR,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0012J00002QNpsHQAT,0,2,0,1,0,2,0,1,0,1,0,2,1,10,6,16
0015000000abGNrAAM,0,0,0,0,1,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,2,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,1,0,0,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,1,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,8,0,1,0,17,0,1,1,9,30,13,43
0015000000abGNrAAM,0,0,0,0,1,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,1,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,1,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,2,0,1,0,17,0,1,1,9,10,13,23
0015000000abGNrAAM,0,0,0,0,0,0,1,0,17,0,1,1,9,0,13,0
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,0,0,0,2,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,1,0,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,1,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,2,1,1,0,153,11,41,35,14,9,7,17,20,29,49
0015000000abHHgAAM,1,0,0,0,8,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,32,3,10,0,153,11,41,35,14,9,7,17,40,29,69
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,6,0,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,29,0,6,0,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,9,0,6,0,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,20,0,0,1,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,5,0,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,4,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,2,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,17,1,9,0,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,5,1,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,1,0,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,8,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,1,0,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,1,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,24,1,9,0,153,11,41,35,14,9,7,17,30,29,59
0015000000abHHgAAM,1,0,1,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,1,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,1,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,1,0,0,153,11,41,35,14,9,7,17,10,29,39
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abHHgAAM,1,0,0,0,0,153,11,41,35,14,9,7,17,0,29,0
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,3,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,5,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,2,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,2,1,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,2,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,2,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,1,0,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,1,0,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,2,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,1,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,4,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,3,2,0,2,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,4,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,8,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,3,0,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,2,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,2,0,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,9,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,6,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,1,0,1,4,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,25,5,17,10,70,20,34,133,15,14,9,55,60,25,85
0015000000abik4AAA,1,0,0,0,4,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,3,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,8,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,3,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,2,1,1,5,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,2,1,2,0,70,20,34,133,15,14,9,55,20,25,45
0015000000abik4AAA,1,0,0,0,7,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,4,1,2,0,70,20,34,133,15,14,9,55,20,25,45
0015000000abik4AAA,1,0,1,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,1,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,3,1,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,1,0,0,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,6,70,20,34,133,15,14,9,55,30,25,55
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,1,70,20,34,133,15,14,9,55,10,25,35
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,0,0,0,0,70,20,34,133,15,14,9,55,0,25,0
0015000000abik4AAA,1,14,2,8,0,70,20,34,133,15,14,9,55,40,25,65
0015000000abLSgAAM,0,0,0,0,1,16,1,4,1,1,1,2,2,10,14,24
0015000000abLSgAAM,0,16,1,4,0,16,1,4,1,1,1,2,2,30,14,44
0015000000abq5GAAQ,0,0,0,0,6,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,5,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,5,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,7,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,2,1,0,6,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,8,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,6,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,1,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,8,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,7,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,0,5,3,0,203,2,3,1,57,0,22,0
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,7,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,6,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,8,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,6,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,5,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,6,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,8,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,3,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,2,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abq5GAAQ,0,0,0,0,4,5,3,0,203,2,3,1,57,30,22,52
0015000000abq5GAAQ,0,0,0,0,1,5,3,0,203,2,3,1,57,10,22,32
0015000000abTOlAAM,0,27,0,0,4,62,6,10,7,5,4,5,3,30,24,54
